Freq.	V(isensa)
1.70299229192543e+002	2.13301095965559e+000,-1.65783753403061e-002
1.71483754005812e+002	2.13300978494431e+000,-1.66936819176218e-002
1.72676517840714e+002	2.13300859383527e+000,-1.68097904075488e-002
1.73877578004175e+002	2.13300738609959e+000,-1.69267063855706e-002
1.75086992201724e+002	2.13300616150518e+000,-1.70444354659131e-002
1.76304818540263e+002	2.13300491981673e+000,-1.71629833017602e-002
1.77531115530861e+002	2.13300366079561e+000,-1.72823555855857e-002
1.78765942091561e+002	2.13300238419992e+000,-1.74025580494213e-002
1.80009357550215e+002	2.13300108978433e+000,-1.75235964651179e-002
1.81261421647333e+002	2.13299977730009e+000,-1.76454766446036e-002
1.82522194538953e+002	2.13299844649501e+000,-1.77682044401555e-002
1.83791736799531e+002	2.13299709711335e+000,-1.78917857447688e-002
1.85070109424852e+002	2.13299572889583e+000,-1.80162264923030e-002
1.86357373834959e+002	2.13299434157951e+000,-1.81415326578643e-002
1.87653591877106e+002	2.13299293489782e+000,-1.82677102580665e-002
1.88958825828731e+002	2.13299150858045e+000,-1.83947653513130e-002
1.90273138400441e+002	2.13299006235331e+000,-1.85227040380512e-002
1.91596592739035e+002	2.13298859593852e+000,-1.86515324611377e-002
1.92929252430528e+002	2.13298710905426e+000,-1.87812568060858e-002
1.94271181503214e+002	2.13298560141485e+000,-1.89118833013353e-002
1.95622444430737e+002	2.13298407273056e+000,-1.90434182186155e-002
1.96983106135193e+002	2.13298252270765e+000,-1.91758678732150e-002
1.98353231990244e+002	2.13298095104828e+000,-1.93092386242359e-002
1.99732887824264e+002	2.13297935745044e+000,-1.94435368750198e-002
2.01122139923499e+002	2.13297774160791e+000,-1.95787690732704e-002
2.02521055035251e+002	2.13297610321020e+000,-1.97149417115267e-002
2.03929700371089e+002	2.13297444194247e+000,-1.98520613274289e-002
2.05348143610071e+002	2.13297275748552e+000,-1.99901345039667e-002
2.06776452902005e+002	2.13297104951566e+000,-2.01291678698631e-002
2.08214696870716e+002	2.13296931770470e+000,-2.02691680998870e-002
2.09662944617345e+002	2.13296756171988e+000,-2.04101419151022e-002
2.11121265723670e+002	2.13296578122376e+000,-2.05520960832808e-002
2.12589730255449e+002	2.13296397587422e+000,-2.06950374191782e-002
2.14068408765785e+002	2.13296214532437e+000,-2.08389727848231e-002
2.15557372298518e+002	2.13296028922245e+000,-2.09839090899485e-002
2.17056692391635e+002	2.13295840721182e+000,-2.11298532921922e-002
2.18566441080711e+002	2.13295649893084e+000,-2.12768123975508e-002
2.20086690902366e+002	2.13295456401284e+000,-2.14247934605998e-002
2.21617514897755e+002	2.13295260208603e+000,-2.15738035849348e-002
2.23158986616072e+002	2.13295061277341e+000,-2.17238499234602e-002
2.24711180118087e+002	2.13294859569276e+000,-2.18749396786855e-002
2.26274169979703e+002	2.13294655045648e+000,-2.20270801031730e-002
2.27848031295539e+002	2.13294447667159e+000,-2.21802784997653e-002
2.29432839682540e+002	2.13294237393961e+000,-2.23345422220632e-002
2.31028671283607e+002	2.13294024185652e+000,-2.24898786746289e-002
2.32635602771258e+002	2.13293808001264e+000,-2.26462953135051e-002
2.34253711351308e+002	2.13293588799259e+000,-2.28037996463877e-002
2.35883074766584e+002	2.13293366537516e+000,-2.29623992331294e-002
2.37523771300656e+002	2.13293141173331e+000,-2.31221016860191e-002
2.39175879781598e+002	2.13292912663401e+000,-2.32829146702314e-002
2.40839479585779e+002	2.13292680963819e+000,-2.34448459040460e-002
2.42514650641672e+002	2.13292446030065e+000,-2.36079031593864e-002
2.44201473433698e+002	2.13292207816999e+000,-2.37720942620457e-002
2.45900029006090e+002	2.13291966278850e+000,-2.39374270921288e-002
2.47610398966791e+002	2.13291721369208e+000,-2.41039095844350e-002
2.49332665491369e+002	2.13291473041017e+000,-2.42715497287893e-002
2.51066911326969e+002	2.13291221246562e+000,-2.44403555704585e-002
2.52813219796289e+002	2.13290965937464e+000,-2.46103352105608e-002
2.54571674801583e+002	2.13290707064668e+000,-2.47814968063488e-002
2.56342360828688e+002	2.13290444578435e+000,-2.49538485717485e-002
2.58125362951089e+002	2.13290178428331e+000,-2.51273987775834e-002
2.59920766834005e+002	2.13289908563219e+000,-2.53021557520785e-002
2.61728658738499e+002	2.13289634931248e+000,-2.54781278812594e-002
2.63549125525633e+002	2.13289357479844e+000,-2.56553236092584e-002
2.65382254660631e+002	2.13289076155698e+000,-2.58337514388482e-002
2.67228134217088e+002	2.13288790904758e+000,-2.60134199317107e-002
2.69086852881198e+002	2.13288501672218e+000,-2.61943377089079e-002
2.70958499956018e+002	2.13288208402508e+000,-2.63765134513547e-002
2.72843165365756e+002	2.13287911039280e+000,-2.65599559000918e-002
2.74740939660091e+002	2.13287609525402e+000,-2.67446738567936e-002
2.76651914018527e+002	2.13287303802942e+000,-2.69306761842480e-002
2.78576180254770e+002	2.13286993813164e+000,-2.71179718065298e-002
2.80513830821141e+002	2.13286679496510e+000,-2.73065697097124e-002
2.82464958813020e+002	2.13286360792589e+000,-2.74964789421706e-002
2.84429657973313e+002	2.13286037640170e+000,-2.76877086149782e-002
2.86408022696961e+002	2.13285709977167e+000,-2.78802679023495e-002
2.88400148035476e+002	2.13285377740626e+000,-2.80741660421976e-002
2.90406129701502e+002	2.13285040866718e+000,-2.82694123363387e-002
2.92426064073419e+002	2.13284699290721e+000,-2.84660161511430e-002
2.94460048199971e+002	2.13284352947008e+000,-2.86639869179197e-002
2.96508179804929e+002	2.13284001769042e+000,-2.88633341332341e-002
2.98570557291789e+002	2.13283645689350e+000,-2.90640673596662e-002
3.00647279748495e+002	2.13283284639525e+000,-2.92661962258823e-002
3.02738446952202e+002	2.13282918550201e+000,-2.94697304273575e-002
3.04844159374071e+002	2.13282547351044e+000,-2.96746797267110e-002
3.06964518184096e+002	2.13282170970741e+000,-2.98810539542983e-002
3.09099625255962e+002	2.13281789336983e+000,-3.00888630084994e-002
3.11249583171943e+002	2.13281402376451e+000,-3.02981168562986e-002
3.13414495227828e+002	2.13281010014804e+000,-3.05088255337902e-002
3.15594465437887e+002	2.13280612176664e+000,-3.07209991464468e-002
3.17789598539863e+002	2.13280208785601e+000,-3.09346478698934e-002
3.20000000000012e+002	2.13279799764118e+000,-3.11497819501895e-002
3.22225776018162e+002	2.13279385033638e+000,-3.13664117043552e-002
3.24467033532821e+002	2.13278964514486e+000,-3.15845475208858e-002
3.26723880226314e+002	2.13278538125876e+000,-3.18041998602171e-002
3.28996424529954e+002	2.13278105785896e+000,-3.20253792552126e-002
3.31284775629253e+002	2.13277667411490e+000,-3.22480963116922e-002
3.33589043469171e+002	2.13277222918444e+000,-3.24723617089217e-002
3.35909338759394e+002	2.13276772221367e+000,-3.26981862000940e-002
3.38245772979655e+002	2.13276315233680e+000,-3.29255806128385e-002
3.40598458385088e+002	2.13275851867593e+000,-3.31545558497909e-002
3.42967508011627e+002	2.13275382034092e+000,-3.33851228890464e-002
3.45353035681430e+002	2.13274905642923e+000,-3.36172927846895e-002
3.47755156008352e+002	2.13274422602571e+000,-3.38510766672336e-002
3.50173984403450e+002	2.13273932820244e+000,-3.40864857443487e-002
3.52609637080529e+002	2.13273436201856e+000,-3.43235313012734e-002
3.55062231061724e+002	2.13272932652010e+000,-3.45622247012619e-002
3.57531884183124e+002	2.13272422073977e+000,-3.48025773862173e-002
3.60018715100433e+002	2.13271904369676e+000,-3.50446008772549e-002
3.62522843294669e+002	2.13271379439661e+000,-3.52883067751912e-002
3.65044389077910e+002	2.13270847183098e+000,-3.55337067610888e-002
3.67583473599065e+002	2.13270307497746e+000,-3.57808125968391e-002
3.70140218849706e+002	2.13269760279937e+000,-3.60296361256263e-002
3.72714747669920e+002	2.13269205424558e+000,-3.62801892726277e-002
3.75307183754216e+002	2.13268642825029e+000,-3.65324840454808e-002
3.77917651657464e+002	2.13268072373284e+000,-3.67865325348419e-002
3.80546276800886e+002	2.13267493959748e+000,-3.70423469149496e-002
3.83193185478072e+002	2.13266907473319e+000,-3.72999394442795e-002
3.85858504861058e+002	2.13266312801344e+000,-3.75593224661522e-002
3.88542363006430e+002	2.13265709829601e+000,-3.78205084088877e-002
3.91244888861477e+002	2.13265098442271e+000,-3.80835097870474e-002
3.93966212270389e+002	2.13264478521922e+000,-3.83483392016133e-002
3.96706463980491e+002	2.13263849949484e+000,-3.86150093405916e-002
3.99465775648532e+002	2.13263212604224e+000,-3.88835329797149e-002
4.02244279847001e+002	2.13262566363727e+000,-3.91539229831175e-002
4.05042110070506e+002	2.13261911103872e+000,-3.94261923035176e-002
4.07859400742180e+002	2.13261246698801e+000,-3.97003539834313e-002
4.10696287220146e+002	2.13260573020907e+000,-3.99764211552992e-002
4.13552905804014e+002	2.13259889940799e+000,-4.02544070424235e-002
4.16429393741435e+002	2.13259197327283e+000,-4.05343249592341e-002
4.19325889234693e+002	2.13258495047334e+000,-4.08161883123564e-002
4.22242531447343e+002	2.13257782966073e+000,-4.11000106007491e-002
4.25179460510901e+002	2.13257060946740e+000,-4.13858054168061e-002
4.28136817531573e+002	2.13256328850666e+000,-4.16735864466213e-002
4.31114744597038e+002	2.13255586537250e+000,-4.19633674708388e-002
4.34113384783272e+002	2.13254833863927e+000,-4.22551623652071e-002
4.37132882161424e+002	2.13254070686146e+000,-4.25489851012900e-002
4.40173381804736e+002	2.13253296857341e+000,-4.28448497468883e-002
4.43235029795514e+002	2.13252512228900e+000,-4.31427704671524e-002
4.46317973232148e+002	2.13251716650139e+000,-4.34427615247956e-002
4.49422360236177e+002	2.13250909968272e+000,-4.37448372810093e-002
4.52548339959409e+002	2.13250092028385e+000,-4.40490121959186e-002
4.55696062591082e+002	2.13249262673399e+000,-4.43553008296519e-002
4.58865679365083e+002	2.13248421744050e+000,-4.46637178424242e-002
4.62057342567218e+002	2.13247569078848e+000,-4.49742779958283e-002
4.65271205542518e+002	2.13246704514054e+000,-4.52869961530042e-002
4.68507422702619e+002	2.13245827883645e+000,-4.56018872797190e-002
4.71766149533172e+002	2.13244939019284e+000,-4.59189664448483e-002
4.75047542601315e+002	2.13244037750283e+000,-4.62382488211492e-002
4.78351759563200e+002	2.13243123903580e+000,-4.65597496859331e-002
4.81678959171561e+002	2.13242197303693e+000,-4.68834844217762e-002
4.85029301283347e+002	2.13241257772699e+000,-4.72094685173237e-002
4.88402946867399e+002	2.13240305130190e+000,-4.75377175676482e-002
4.91800058012184e+002	2.13239339193246e+000,-4.78682472755010e-002
4.95220797933585e+002	2.13238359776393e+000,-4.82010734517487e-002
4.98665330982741e+002	2.13237366691574e+000,-4.85362120160844e-002
5.02133822653941e+002	2.13236359748110e+000,-4.88736789976898e-002
5.05626439592583e+002	2.13235338752659e+000,-4.92134905363343e-002
5.09143349603169e+002	2.13234303509190e+000,-4.95556628827034e-002
5.12684721657380e+002	2.13233253818935e+000,-4.99002123992531e-002
5.16250725902183e+002	2.13232189480356e+000,-5.02471555612304e-002
5.19841533668013e+002	2.13231110289104e+000,-5.05965089571825e-002
5.23457317477002e+002	2.13230016037984e+000,-5.09482892896363e-002
5.27098251051269e+002	2.13228906516908e+000,-5.13025133761874e-002
5.30764509321265e+002	2.13227781512865e+000,-5.16591981498522e-002
5.34456268434179e+002	2.13226640809871e+000,-5.20183606602012e-002
5.38173705762400e+002	2.13225484188932e+000,-5.23800180740787e-002
5.41916999912040e+002	2.13224311427999e+000,-5.27441876762631e-002
5.45686330731516e+002	2.13223122301933e+000,-5.31108868701421e-002
5.49481879320186e+002	2.13221916582453e+000,-5.34801331790101e-002
5.53303828037057e+002	2.13220694038096e+000,-5.38519442461982e-002
5.57152360509543e+002	2.13219454434176e+000,-5.42263378364215e-002
5.61027661642286e+002	2.13218197532730e+000,-5.46033318364849e-002
5.64929917626043e+002	2.13216923092485e+000,-5.49829442557557e-002
5.68859315946629e+002	2.13215630868801e+000,-5.53651932274731e-002
5.72816045393927e+002	2.13214320613629e+000,-5.57500970090844e-002
5.76800296070956e+002	2.13212992075465e+000,-5.61376739835376e-002
5.80812259403008e+002	2.13211644999297e+000,-5.65279426598795e-002
5.84852128146842e+002	2.13210279126560e+000,-5.69209216739769e-002
5.88920096399945e+002	2.13208894195088e+000,-5.73166297896121e-002
5.93016359609863e+002	2.13207489939058e+000,-5.77150858992728e-002
5.97141114583583e+002	2.13206066088945e+000,-5.81163090249289e-002
6.01294559496994e+002	2.13204622371468e+000,-5.85203183187859e-002
6.05476893904408e+002	2.13203158509537e+000,-5.89271330645830e-002
6.09688318748146e+002	2.13201674222201e+000,-5.93367726778765e-002
6.13929036368196e+002	2.13200169224595e+000,-5.97492567074447e-002
6.18199250511928e+002	2.13198643227884e+000,-6.01646048359253e-002
6.22499166343890e+002	2.13197095939210e+000,-6.05828368804701e-002
6.26828990455661e+002	2.13195527061633e+000,-6.10039727940974e-002
6.31188930875777e+002	2.13193936294077e+000,-6.14280326664635e-002
6.35579197079731e+002	2.13192323331270e+000,-6.18550367245819e-002
6.40000000000028e+002	2.13190687863690e+000,-6.22850053337044e-002
6.44451552036329e+002	2.13189029577499e+000,-6.27179589984437e-002
6.48934067065647e+002	2.13187348154490e+000,-6.31539183637859e-002
6.53447760452633e+002	2.13185643272022e+000,-6.35929042154893e-002
6.57992849059912e+002	2.13183914602960e+000,-6.40349374817439e-002
6.62569551258511e+002	2.13182161815610e+000,-6.44800392334849e-002
6.67178086938347e+002	2.13180384573661e+000,-6.49282306856978e-002
6.71818677518793e+002	2.13178582536117e+000,-6.53795331980657e-002
6.76491545959314e+002	2.13176755357230e+000,-6.58339682762054e-002
6.81196916770181e+002	2.13174902686438e+000,-6.62915575726884e-002
6.85935016023258e+002	2.13173024168298e+000,-6.67523228874932e-002
6.90706071362864e+002	2.13171119442413e+000,-6.72162861695833e-002
6.95510312016709e+002	2.13169188143372e+000,-6.76834695173501e-002
7.00347968806905e+002	2.13167229900669e+000,-6.81538951802430e-002
7.05219274161063e+002	2.13165244338643e+000,-6.86275855588629e-002
7.10124462123453e+002	2.13163231076401e+000,-6.91045632068525e-002
7.15063768366253e+002	2.13161189727745e+000,-6.95848508312607e-002
7.20037430200871e+002	2.13159119901102e+000,-7.00684712937375e-002
7.25045686589344e+002	2.13157021199441e+000,-7.05554476119323e-002
7.30088778155824e+002	2.13154893220210e+000,-7.10458029597157e-002
7.35166947198136e+002	2.13152735555249e+000,-7.15395606686599e-002
7.40280437699418e+002	2.13150547790714e+000,-7.20367442294255e-002
7.45429495339846e+002	2.13148329507003e+000,-7.25373772919984e-002
7.50614367508437e+002	2.13146080278670e+000,-7.30414836671218e-002
7.55835303314934e+002	2.13143799674348e+000,-7.35490873275929e-002
7.61092553601776e+002	2.13141487256663e+000,-7.40602124089298e-002
7.66386370956150e+002	2.13139142582155e+000,-7.45748832105338e-002
7.71717009722122e+002	2.13136765201192e+000,-7.50931241964820e-002
7.77084726012866e+002	2.13134354657883e+000,-7.56149599971706e-002
7.82489777722960e+002	2.13131910489990e+000,-7.61404154102388e-002
7.87932424540783e+002	2.13129432228844e+000,-7.66695154010354e-002
7.93412927960988e+002	2.13126919399253e+000,-7.72022851043880e-002
7.98931551297069e+002	2.13124371519414e+000,-7.77387498252909e-002
8.04488559694007e+002	2.13121788100817e+000,-7.82789350402235e-002
8.10084220141017e+002	2.13119168648153e+000,-7.88228663982513e-002
8.15718801484366e+002	2.13116512659224e+000,-7.93705697219955e-002
8.21392574440297e+002	2.13113819624846e+000,-7.99220710085920e-002
8.27105811608034e+002	2.13111089028746e+000,-8.04773964310692e-002
8.32858787482876e+002	2.13108320347473e+000,-8.10365723394771e-002
8.38651778469392e+002	2.13105513050287e+000,-8.15996252621660e-002
8.44485062894692e+002	2.13102666599076e+000,-8.21665819059713e-002
8.50358921021807e+002	2.13099780448230e+000,-8.27374691588616e-002
8.56273635063152e+002	2.13096854044561e+000,-8.33123140893979e-002
8.62229489194082e+002	2.13093886827178e+000,-8.38911439496622e-002
8.68226769566551e+002	2.13090878227393e+000,-8.44739861748874e-002
8.74265764322854e+002	2.13087827668609e+000,-8.50608683852908e-002
8.80346763609478e+002	2.13084734566210e+000,-8.56518183873347e-002
8.86470059591034e+002	2.13081598327447e+000,-8.62468641747736e-002
8.92635946464302e+002	2.13078418351335e+000,-8.68460339293897e-002
8.98844720472361e+002	2.13075194028527e+000,-8.74493560229424e-002
9.05096679918824e+002	2.13071924741205e+000,-8.80568590180195e-002
9.11392125182169e+002	2.13068609862963e+000,-8.86685716688058e-002
9.17731358730174e+002	2.13065248758685e+000,-8.92845229228108e-002
9.24114685134442e+002	2.13061840784427e+000,-8.99047419220598e-002
9.30542411085043e+002	2.13058385287293e+000,-9.05292580038699e-002
9.37014845405245e+002	2.13054881605308e+000,-9.11581007029339e-002
9.43532299066350e+002	2.13051329067307e+000,-9.17912997508079e-002
9.50095085202637e+002	2.13047726992783e+000,-9.24288850796283e-002
9.56703519126407e+002	2.13044074691782e+000,-9.30708868210130e-002
9.63357918343130e+002	2.13040371464759e+000,-9.37173353085178e-002
9.70058602566702e+002	2.13036616602447e+000,-9.43682610788265e-002
9.76805893734805e+002	2.13032809385724e+000,-9.50236948725122e-002
9.83600116024376e+002	2.13028949085481e+000,-9.56836676354460e-002
9.90441595867178e+002	2.13025034962472e+000,-9.63482105206731e-002
9.97330661965489e+002	2.13021066267187e+000,-9.70173548886783e-002
1.00426764530789e+003	2.13017042239703e+000,-9.76911323094069e-002
1.01125287918517e+003	2.13012962109541e+000,-9.83695745629741e-002
1.01828669920635e+003	2.13008825095524e+000,-9.90527136412650e-002
1.02536944331477e+003	2.13004630405619e+000,-9.97405817495705e-002
1.03250145180437e+003	2.13000377236800e+000,-1.00433211306866e-001
1.03968306733603e+003	2.12996064774888e+000,-1.01130634947975e-001
1.04691463495401e+003	2.12991692194399e+000,-1.01832885524760e-001
1.05419650210255e+003	2.12987258658386e+000,-1.02539996107014e-001
1.06152901864254e+003	2.12982763318291e+000,-1.03251999983508e-001
1.06891253686837e+003	2.12978205313762e+000,-1.03968930664849e-001
1.07634741152481e+003	2.12973583772515e+000,-1.04690821883025e-001
1.08383399982409e+003	2.12968897810161e+000,-1.05417707592977e-001
1.09137266146304e+003	2.12964146530025e+000,-1.06149621975722e-001
1.09896375864038e+003	2.12959329023001e+000,-1.06886599436709e-001
1.10660765607412e+003	2.12954444367359e+000,-1.07628674609831e-001
1.11430472101910e+003	2.12949491628586e+000,-1.08375882357091e-001
1.12205532328458e+003	2.12944469859199e+000,-1.09128257770934e-001
1.12985983525210e+003	2.12939378098572e+000,-1.09885836174840e-001
1.13771863189327e+003	2.12934215372756e+000,-1.10648653124852e-001
1.14563209078786e+003	2.12928980694288e+000,-1.11416744411639e-001
1.15360059214192e+003	2.12923673062015e+000,-1.12190146060736e-001
1.16162451880603e+003	2.12918291460895e+000,-1.12968894334593e-001
1.16970425629369e+003	2.12912834861815e+000,-1.13753025733783e-001
1.17784019279990e+003	2.12907302221392e+000,-1.14542576998285e-001
1.18603271921974e+003	2.12901692481773e+000,-1.15337585109097e-001
1.19428222916717e+003	2.12896004570451e+000,-1.16138087288868e-001
1.20258911899400e+003	2.12890237400039e+000,-1.16944121004711e-001
1.21095378780882e+003	2.12884389868088e+000,-1.17755723967813e-001
1.21937663749630e+003	2.12878460856867e+000,-1.18572934136364e-001
1.22785807273640e+003	2.12872449233160e+000,-1.19395789715623e-001
1.23639850102387e+003	2.12866353848045e+000,-1.20224329160325e-001
1.24499833268779e+003	2.12860173536685e+000,-1.21058591175564e-001
1.25365798091133e+003	2.12853907118105e+000,-1.21898614718513e-001
1.26237786175156e+003	2.12847553394976e+000,-1.22744438998948e-001
1.27115839415947e+003	2.12841111153380e+000,-1.23596103481950e-001
1.28000000000007e+003	2.12834579162593e+000,-1.24453647888427e-001
1.28890310407267e+003	2.12827956174848e+000,-1.25317112196403e-001
1.29786813413130e+003	2.12821240925101e+000,-1.26186536643136e-001
1.30689552090528e+003	2.12814432130796e+000,-1.27061961726013e-001
1.31598569811983e+003	2.12807528491631e+000,-1.27943428203457e-001
1.32513910251703e+003	2.12800528689295e+000,-1.28830977097707e-001
1.33435617387670e+003	2.12793431387238e+000,-1.29724649695227e-001
1.34363735503760e+003	2.12786235230424e+000,-1.30624487547694e-001
1.35298309191864e+003	2.12778938845058e+000,-1.31530532474924e-001
1.36239383354037e+003	2.12771540838346e+000,-1.32442826564734e-001
1.37187003204653e+003	2.12764039798232e+000,-1.33361412174935e-001
1.38141214272574e+003	2.12756434293130e+000,-1.34286331934928e-001
1.39102062403343e+003	2.12748722871651e+000,-1.35217628747212e-001
1.40069593761382e+003	2.12740904062344e+000,-1.36155345788421e-001
1.41043854832214e+003	2.12732976373421e+000,-1.37099526510238e-001
1.42024892424692e+003	2.12724938292465e+000,-1.38050214642133e-001
1.43012753673252e+003	2.12716788286163e+000,-1.39007454191406e-001
1.44007486040175e+003	2.12708524800004e+000,-1.39971289446156e-001
1.45009137317870e+003	2.12700146258014e+000,-1.40941764974362e-001
1.46017755631166e+003	2.12691651062430e+000,-1.41918925628069e-001
1.47033389439628e+003	2.12683037593435e+000,-1.42902816541968e-001
1.48056087539885e+003	2.12674304208829e+000,-1.43893483137494e-001
1.49085899067970e+003	2.12665449243744e+000,-1.44890971122015e-001
1.50122873501688e+003	2.12656471010327e+000,-1.45895326490883e-001
1.51167060662988e+003	2.12647367797409e+000,-1.46906595530729e-001
1.52218510720356e+003	2.12638137870230e+000,-1.47924824816710e-001
1.53277274191231e+003	2.12628779470063e+000,-1.48950061218561e-001
1.54343401944426e+003	2.12619290813937e+000,-1.49982351897985e-001
1.55416945202574e+003	2.12609670094267e+000,-1.51021744313298e-001
1.56497955544593e+003	2.12599915478548e+000,-1.52068286218139e-001
1.57586484908158e+003	2.12590025108996e+000,-1.53122025664552e-001
1.58682585592199e+003	2.12579997102211e+000,-1.54183011003726e-001
1.59786310259415e+003	2.12569829548834e+000,-1.55251290887048e-001
1.60897711938803e+003	2.12559520513180e+000,-1.56326914268304e-001
1.62016844028205e+003	2.12549068032897e+000,-1.57409930403910e-001
1.63143760296874e+003	2.12538470118586e+000,-1.58500388855427e-001
1.64278514888061e+003	2.12527724753446e+000,-1.59598339489987e-001
1.65421162321608e+003	2.12516829892896e+000,-1.60703832481874e-001
1.66571757496577e+003	2.12505783464199e+000,-1.61816918313976e-001
1.67730355693880e+003	2.12494583366083e+000,-1.62937647778985e-001
1.68897012578940e+003	2.12483227468341e+000,-1.64066071980998e-001
1.70071784204363e+003	2.12471713611463e+000,-1.65202242335694e-001
1.71254727012632e+003	2.12460039606206e+000,-1.66346210573525e-001
1.72445897838818e+003	2.12448203233221e+000,-1.67498028739170e-001
1.73645353913312e+003	2.12436202242630e+000,-1.68657749193560e-001
1.74853152864572e+003	2.12424034353612e+000,-1.69825424615362e-001
1.76069352721897e+003	2.12411697253991e+000,-1.71001108001692e-001
1.77294011918208e+003	2.12399188599806e+000,-1.72184852669480e-001
1.78527189292862e+003	2.12386506014882e+000,-1.73376712257254e-001
1.79768944094474e+003	2.12373647090399e+000,-1.74576740725418e-001
1.81019335983766e+003	2.12360609384442e+000,-1.75784992358107e-001
1.82278425036435e+003	2.12347390421567e+000,-1.77001521763881e-001
1.83546271746036e+003	2.12333987692327e+000,-1.78226383878015e-001
1.84822937026890e+003	2.12320398652847e+000,-1.79459633961307e-001
1.86108482217010e+003	2.12306620724322e+000,-1.80701327603966e-001
1.87402969081051e+003	2.12292651292573e+000,-1.81951520724791e-001
1.88706459813272e+003	2.12278487707558e+000,-1.83210269573167e-001
1.90019017040529e+003	2.12264127282888e+000,-1.84477630730021e-001
1.91340703825283e+003	2.12249567295351e+000,-1.85753661108399e-001
1.92671583668627e+003	2.12234804984397e+000,-1.87038417955328e-001
1.94011720513342e+003	2.12219837551659e+000,-1.88331958851731e-001
1.95361178746963e+003	2.12204662160418e+000,-1.89634341714975e-001
1.96720023204877e+003	2.12189275935116e+000,-1.90945624797948e-001
1.98088319173437e+003	2.12173675960806e+000,-1.92265866692241e-001
1.99466132393099e+003	2.12157859282649e+000,-1.93595126327140e-001
2.00853529061580e+003	2.12141822905363e+000,-1.94933462971551e-001
2.02250575837036e+003	2.12125563792695e+000,-1.96280936234325e-001
2.03657339841271e+003	2.12109078866845e+000,-1.97637606066461e-001
2.05073888662955e+003	2.12092365007951e+000,-1.99003532759682e-001
2.06500290360876e+003	2.12075419053491e+000,-2.00378776949408e-001
2.07936613467208e+003	2.12058237797726e+000,-2.01763399614672e-001
2.09382926990804e+003	2.12040817991120e+000,-2.03157462078953e-001
2.10839300420511e+003	2.12023156339767e+000,-2.04561026010457e-001
2.12305803728509e+003	2.12005249504781e+000,-2.05974153423772e-001
2.13782507373675e+003	2.11987094101705e+000,-2.07396906680071e-001
2.15269482304963e+003	2.11968686699917e+000,-2.08829348486792e-001
2.16766799964819e+003	2.11950023821977e+000,-2.10271541900996e-001
2.18274532292609e+003	2.11931101943043e+000,-2.11723550327177e-001
2.19792751728078e+003	2.11911917490233e+000,-2.13185437518447e-001
2.21321531214826e+003	2.11892466841964e+000,-2.14657267578549e-001
2.22860944203821e+003	2.11872746327341e+000,-2.16139104960073e-001
2.24411064656918e+003	2.11852752225456e+000,-2.17631014467501e-001
2.25971967050421e+003	2.11832480764772e+000,-2.19133061255421e-001
2.27543726378655e+003	2.11811928122429e+000,-2.20645310829697e-001
2.29126418157574e+003	2.11791090423562e+000,-2.22167829048096e-001
2.30720118428386e+003	2.11769963740619e+000,-2.23700682120514e-001
2.32324903761207e+003	2.11748544092671e+000,-2.25243936608444e-001
2.33940851258740e+003	2.11726827444695e+000,-2.26797659426370e-001
2.35568038559982e+003	2.11704809706863e+000,-2.28361917841227e-001
2.37206543843949e+003	2.11682486733821e+000,-2.29936779472876e-001
2.38856445833437e+003	2.11659854323960e+000,-2.31522312293965e-001
2.40517823798801e+003	2.11636908218675e+000,-2.33118584629712e-001
2.42190757561767e+003	2.11613644101619e+000,-2.34725665157987e-001
2.43875327499262e+003	2.11590057597917e+000,-2.36343622910652e-001
2.45571614547282e+003	2.11566144273441e+000,-2.37972527271057e-001
2.47279700204775e+003	2.11541899634001e+000,-2.39612447975545e-001
2.48999666537560e+003	2.11517319124571e+000,-2.41263455112641e-001
2.50731596182268e+003	2.11492398128486e+000,-2.42925619122971e-001
2.52475572350315e+003	2.11467131966647e+000,-2.44599010798470e-001
2.54231678831896e+003	2.11441515896682e+000,-2.46283701283155e-001
2.56000000000015e+003	2.11415545112151e+000,-2.47979762070990e-001
2.57780620814535e+003	2.11389214741679e+000,-2.49687265007033e-001
2.59573626826263e+003	2.11362519848134e+000,-2.51406282285647e-001
2.61379104181057e+003	2.11335455427760e+000,-2.53136886450356e-001
2.63197139623969e+003	2.11308016409320e+000,-2.54879150392758e-001
2.65027820503409e+003	2.11280197653193e+000,-2.56633147353038e-001
2.66871234775343e+003	2.11251993950526e+000,-2.58398950916974e-001
2.68727471007521e+003	2.11223400022309e+000,-2.60176635016847e-001
2.70596618383730e+003	2.11194410518466e+000,-2.61966273929956e-001
2.72478766708077e+003	2.11165020016951e+000,-2.63767942277179e-001
2.74374006409308e+003	2.11135223022817e+000,-2.65581715021643e-001
2.76282428545150e+003	2.11105013967252e+000,-2.67407667468861e-001
2.78204124806688e+003	2.11074387206670e+000,-2.69245875263259e-001
2.80139187522766e+003	2.11043337021701e+000,-2.71096414388918e-001
2.82087709664429e+003	2.11011857616249e+000,-2.72959361166898e-001
2.84049784849386e+003	2.10979943116484e+000,-2.74834792254346e-001
2.86025507346506e+003	2.10947587569883e+000,-2.76722784641480e-001
2.88014972080353e+003	2.10914784944173e+000,-2.78623415651785e-001
2.90018274635742e+003	2.10881529126345e+000,-2.80536762938827e-001
2.92035511262334e+003	2.10847813921598e+000,-2.82462904485418e-001
